date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2019-07-24,M,1948-02-14,"[42.9, 105.1]",James Ltd,Other,30-39,60k-90k,Diners Club / Carte Blanche
2019-10-03,M,1965-06-24,"[-68.6, 74.6]",Lopez Ltd,Other,50-59,90k-120k,JCB 16 digit
2019-12-07,F,1983-03-22,"[-41.4, 23.9]","Pope, Steele and Terry",Other,20-29,150k+,Diners Club / Carte Blanche
2021-07-30,M,1985-08-31,"[-75.3, 29.0]",Wilson and Sons,Other,30-39,60k-90k,Diners Club / Carte Blanche
2022-05-18,F,1992-08-13,"[8.8, 111.8]","Chapman, Howell and Short",Other,60+,30k-60k,Mastercard
2020-02-27,M,1992-08-03,"[89.2, -35.2]","Mendez, Simmons and Hogan",Other,20-29,150k+,VISA 16 digit
2021-02-19,M,1971-10-22,"[54.4, 164.5]",Thompson PLC,Other,40-49,30k-60k,Mastercard
2020-04-13,F,1916-05-13,"[-31.4, -76.6]","Reid, Simmons and Vasquez",Professional,30-39,30k-60k,JCB 16 digit
2020-06-01,F,1935-11-05,"[-60.6, 36.1]",Bradley-Buchanan,Other,30-39,150k+,Mastercard
2022-01-16,F,1918-04-24,"[11.1, -126.4]",Robles Ltd,Other,30-39,150k+,VISA 16 digit
2020-05-18,M,2009-03-03,"[-7.8, -11.8]","Dixon, Gill and Wise",Other,20-29,150k+,Diners Club / Carte Blanche
2020-02-09,M,1939-01-18,"[-55.3, 68.9]","Anderson, Davis and Ball",Other,50-59,30k-60k,JCB 16 digit
2020-10-09,M,1909-03-04,"[44.0, 103.4]",Brown Group,Other,40-49,120k-150k,VISA 16 digit
2021-03-04,F,1911-10-16,"[-58.7, 9.0]","Obrien, Rosales and Newman",Other,20-29,120k-150k,Mastercard
2019-10-25,F,1909-06-14,"[71.6, -49.7]","Martin, Ward and Elliott",Other,40-49,120k-150k,JCB 15 digit
2021-12-14,F,1953-12-23,"[-82.0, -85.0]","Smith, Whitaker and Kennedy",Other,30-39,150k+,VISA 13 digit
2020-11-28,M,1921-08-19,"[0.7, -76.9]",Reed-Harris,Other,40-49,30k-60k,VISA 16 digit
2021-09-27,M,1951-03-19,"[55.1, -102.7]","Klein, Monroe and Anderson",Other,20-29,150k+,VISA 16 digit
2020-01-04,F,1925-05-12,"[42.2, -131.8]","Bailey, Bishop and Perez",Other,60+,150k+,VISA 13 digit
2022-06-14,M,1999-06-16,"[61.1, -39.2]","Clark, Mcguire and Lewis",Professional,60+,60k-90k,JCB 16 digit
2020-05-06,F,1981-08-12,"[86.5, -133.9]",Frazier-Cox,Other,40-49,60k-90k,Diners Club / Carte Blanche
2021-03-31,F,1976-07-22,"[61.3, 87.9]",Garcia Group,Other,60+,90k-120k,VISA 19 digit
2020-06-04,F,1920-05-21,"[81.4, -75.3]",Adams-Scott,Other,40-49,90k-120k,VISA 16 digit
2021-10-20,M,1957-02-22,"[13.9, -163.7]",Clark LLC,Other,30-39,150k+,JCB 16 digit
2021-02-18,F,1986-10-28,"[-34.6, -150.5]","Mckenzie, Kim and Douglas",Other,30-39,30k-60k,JCB 16 digit
2020-02-29,M,1942-04-20,"[82.7, 37.8]",Oneal-Roth,Other,50-59,90k-120k,Diners Club / Carte Blanche
2021-01-25,M,2001-11-25,"[7.5, 126.2]",Jimenez and Sons,Other,60+,90k-120k,VISA 19 digit
2021-10-19,M,1984-07-25,"[-43.1, 115.3]","Rice, Johnson and Greer",Other,60+,150k+,JCB 16 digit
2019-07-21,F,2017-04-09,"[60.9, 93.3]",Humphrey-Mueller,Other,20-29,150k+,JCB 15 digit
2019-11-12,M,2021-04-28,"[-71.2, -42.4]","Palmer, Waters and Dunn",Other,20-29,120k-150k,JCB 15 digit
2020-03-10,M,2013-01-02,"[-3.8, 81.6]","Fields, Deleon and Foster",Other,20-29,90k-120k,VISA 16 digit
2022-03-17,F,1968-04-28,"[-56.5, 37.9]",Stokes PLC,Other,40-49,90k-120k,Mastercard
2021-01-13,M,1973-09-26,"[-64.4, 179.6]","Martin, Nguyen and Howard",Other,50-59,150k+,JCB 15 digit
2019-09-28,M,1971-08-16,"[-78.0, -52.4]","Jefferson, Bush and Mcdaniel",Other,20-29,150k+,Discover
2022-02-18,F,1988-09-07,"[-22.0, 116.4]",Peters LLC,Other,60+,30k-60k,VISA 16 digit
2021-04-13,M,1931-01-05,"[52.6, 90.5]",Bishop-Schwartz,Other,30-39,60k-90k,JCB 15 digit
2021-01-14,F,1972-03-20,"[-73.6, -50.3]",Johnson-Knight,Professional,30-39,150k+,JCB 16 digit
2020-08-27,M,1968-02-24,"[85.2, 93.1]","Barnes, Lopez and Tapia",Other,20-29,150k+,VISA 19 digit
2021-03-24,F,1925-06-25,"[-8.6, 70.1]",Bennett-Thomas,Other,60+,30k-60k,JCB 16 digit
2020-11-12,F,1944-02-18,"[10.9, -141.8]",Woods-Mills,Other,20-29,30k-60k,Maestro
2019-06-28,F,1975-05-06,"[62.1, 13.0]","Flores, Garner and Miller",Other,60+,150k+,VISA 16 digit
2020-03-25,M,2019-10-08,"[54.3, 134.3]",Jackson PLC,Other,30-39,60k-90k,JCB 16 digit
2021-05-08,F,2001-01-02,"[19.1, 21.2]",Harris Group,Other,30-39,30k-60k,VISA 13 digit
2021-01-06,F,1972-12-15,"[-78.7, 66.9]","Garza, Young and Carlson",Other,30-39,150k+,VISA 19 digit
2019-07-19,F,1946-07-08,"[-42.5, -98.8]",Davidson LLC,Other,<20,30k-60k,American Express
2020-12-27,F,1920-09-13,"[82.5, 176.4]","James, Peterson and Miller",Professional,20-29,60k-90k,JCB 16 digit
2021-09-12,M,1912-08-29,"[-8.0, 148.9]",Smith and Sons,Other,30-39,150k+,Discover
2020-03-18,F,1936-01-06,"[-77.9, -96.8]","Newman, Johnson and Becker",Other,30-39,150k+,American Express
2020-09-16,M,2002-12-31,"[-63.2, 146.8]",Barrett-Kerr,Other,30-39,150k+,JCB 16 digit
2021-04-24,F,1959-02-07,"[-7.1, 80.4]",Yang-Crawford,Other,40-49,90k-120k,VISA 19 digit
2021-04-26,F,1939-01-17,"[83.4, 85.1]","Wilson, York and Kerr",Other,30-39,150k+,VISA 19 digit
2022-01-20,F,2018-01-07,"[58.0, 32.4]","Fisher, Nguyen and Johnston",Other,60+,150k+,Mastercard
2019-08-21,M,1976-07-21,"[26.3, -12.0]",Stafford PLC,Other,60+,150k+,Maestro
2021-02-06,F,1986-02-28,"[-70.7, -175.7]",Anderson Ltd,Other,40-49,150k+,Diners Club / Carte Blanche
2022-01-05,F,2013-08-20,"[59.5, -144.2]","Cooper, Herman and Brown",Professional,30-39,30k-60k,JCB 15 digit
2020-01-18,M,2018-10-04,"[-58.5, 175.3]",Williams-Evans,Other,<20,150k+,Discover
2020-12-13,F,1948-06-06,"[-46.1, -151.0]","Wheeler, Lewis and Sanders",Other,60+,150k+,VISA 16 digit
2019-08-21,M,1961-01-20,"[36.7, 73.5]",Evans Inc,Other,60+,150k+,VISA 13 digit
2020-08-24,F,1945-10-19,"[51.9, 39.6]","Gilbert, Reynolds and Nelson",Other,30-39,150k+,Mastercard
2020-10-06,F,2000-11-17,"[9.1, -80.7]","Garcia, Reeves and Bryant",Other,60+,90k-120k,Discover
2020-07-21,M,1964-12-31,"[76.6, 96.6]",Coleman Inc,Other,30-39,120k-150k,JCB 16 digit
2019-06-27,M,1950-06-10,"[-42.6, 135.0]",Gentry Inc,Professional,60+,150k+,American Express
2020-08-01,M,2009-07-30,"[-54.5, -14.0]",Martin Group,Other,20-29,60k-90k,VISA 16 digit
2020-01-16,F,1985-05-08,"[63.2, -1.6]",Burton Inc,Other,40-49,150k+,VISA 13 digit
2020-07-11,M,1945-09-05,"[-82.7, 60.5]","Stephens, Ray and Estrada",Other,60+,150k+,VISA 16 digit
2019-11-27,F,1921-10-17,"[8.9, 2.7]",Brown Group,Other,40-49,150k+,Discover
2021-06-08,F,2011-07-25,"[46.4, 142.5]",Green-Roberts,Other,20-29,120k-150k,JCB 16 digit
2021-09-04,F,1972-03-11,"[-40.7, -96.2]",Becker-Potts,Other,30-39,90k-120k,VISA 16 digit
2021-05-29,M,1961-04-27,"[-10.8, -92.6]",Guerrero-Dougherty,Other,20-29,30k-60k,Maestro
2021-11-24,F,1921-03-03,"[-63.4, -101.6]","Rollins, Mcclain and Pope",Other,<20,60k-90k,VISA 16 digit
2021-04-29,F,1945-08-12,"[0.7, 45.5]","Phillips, Morrison and Combs",Other,60+,60k-90k,Discover
2021-05-21,F,1918-02-18,"[-73.6, -75.1]",Smith-Brown,Other,20-29,30k-60k,Maestro
2021-02-22,F,2020-10-31,"[-50.3, 18.7]",Ramos Ltd,Other,50-59,150k+,JCB 16 digit
2022-04-02,M,1910-07-07,"[22.7, -88.7]",Hall-Mendoza,Other,40-49,150k+,VISA 19 digit
2020-07-06,M,1965-05-24,"[-49.0, 140.0]","Gibson, Galvan and Jackson",Other,40-49,120k-150k,JCB 15 digit
2021-09-14,M,1974-12-01,"[-67.5, 173.7]",Thomas-Orr,Other,50-59,150k+,VISA 16 digit
2020-10-29,F,1944-10-22,"[-61.9, -173.4]",Schmidt-Smith,Other,40-49,150k+,VISA 16 digit
2019-08-23,F,1950-11-12,"[-32.6, -9.6]","Morgan, Spencer and Schwartz",Other,20-29,<30k,VISA 19 digit
2020-04-17,M,1999-01-15,"[-74.4, 82.4]","Bowers, Kelly and Duncan",Other,50-59,60k-90k,Discover
2019-07-12,M,1918-05-08,"[66.3, 93.4]","Hughes, Howell and Evans",Other,50-59,60k-90k,VISA 16 digit
2021-12-09,F,2016-02-20,"[-80.8, 37.9]",Jones and Sons,Other,20-29,150k+,Maestro
2020-05-02,F,1921-06-30,"[-87.5, 80.6]",Love Group,Other,40-49,90k-120k,VISA 19 digit
2021-10-20,M,1937-10-17,"[-18.6, 150.6]",Oconnell Inc,Other,40-49,30k-60k,JCB 15 digit
2021-08-14,M,1958-11-29,"[51.0, 34.0]",Chen and Sons,Other,60+,150k+,JCB 16 digit
2020-10-14,M,1957-10-18,"[82.5, 44.4]",Cobb-Medina,Other,40-49,60k-90k,American Express
2020-01-09,M,1948-09-09,"[-53.2, -32.5]",Valenzuela Group,Other,50-59,90k-120k,Discover
2020-06-05,F,2009-10-13,"[34.9, -81.3]","Perkins, Coleman and Brown",Other,40-49,120k-150k,VISA 13 digit
2019-07-29,M,2017-11-07,"[-52.5, -34.2]",Leon Ltd,Other,40-49,60k-90k,VISA 19 digit
2019-08-11,M,1939-02-18,"[31.1, -151.6]",Kerr-Parks,Other,30-39,30k-60k,JCB 15 digit
2021-08-14,F,1942-07-25,"[-19.1, 108.4]","Dickson, Rivers and Wilson",Other,60+,30k-60k,JCB 15 digit
2021-09-06,M,2005-09-15,"[40.1, 69.5]",Barker-Ayala,Other,20-29,60k-90k,Mastercard
2020-03-29,F,1978-11-20,"[-77.2, -117.7]",Ramsey-Green,Other,40-49,60k-90k,Discover
2020-12-06,M,2003-04-19,"[56.5, -55.5]","Wilson, Brown and Thomas",Other,20-29,120k-150k,JCB 16 digit
2020-11-01,M,1962-08-22,"[-53.4, 158.6]",Barnett LLC,Other,30-39,120k-150k,JCB 15 digit
2020-09-18,F,1918-07-22,"[81.0, -166.1]",Cooper Ltd,Professional,40-49,60k-90k,JCB 16 digit
2019-09-19,M,1929-03-21,"[4.5, 8.8]",Nichols Ltd,Other,40-49,150k+,VISA 16 digit
2021-01-19,F,1991-02-23,"[-81.3, -176.2]",Hicks-Williams,Other,20-29,60k-90k,VISA 19 digit
2021-08-19,M,1988-09-29,"[-49.7, -92.1]","Bailey, Leonard and Frazier",Other,60+,60k-90k,American Express
2019-10-24,F,2000-07-29,"[80.7, 103.9]",Foley-Hill,Professional,30-39,120k-150k,VISA 19 digit
2020-06-06,F,1960-07-29,"[10.0, 100.9]","Thomas, Padilla and Meza",Other,30-39,120k-150k,Diners Club / Carte Blanche
2020-04-18,M,1967-12-23,"[-45.3, 44.0]",Anderson Group,Other,40-49,90k-120k,VISA 16 digit
2019-10-23,F,1925-03-14,"[21.4, 111.5]",Garza PLC,Other,30-39,90k-120k,American Express
2021-02-21,F,1978-08-19,"[-43.5, 115.8]","Landry, Reed and Reyes",Other,20-29,150k+,VISA 13 digit
2021-07-25,M,1926-02-12,"[-56.5, 20.3]",Cobb Inc,Other,30-39,60k-90k,VISA 16 digit
2021-03-20,M,1951-06-17,"[5.3, 9.9]",Wright Group,Other,60+,150k+,JCB 16 digit
2021-10-27,M,1932-09-22,"[43.6, -123.2]",Dennis Inc,Other,50-59,120k-150k,American Express
2021-12-09,F,1985-08-11,"[23.5, 106.9]",Smith and Sons,Other,30-39,120k-150k,JCB 16 digit
2021-02-02,M,1929-03-26,"[89.6, 61.1]",Brady-Phillips,Other,20-29,120k-150k,JCB 16 digit
2021-12-10,M,2010-02-23,"[-29.3, 103.4]",Jackson-Perez,Other,30-39,150k+,Maestro
2021-10-30,M,1937-03-06,"[6.7, -142.4]",Gonzalez-Johnson,Other,40-49,60k-90k,American Express
2019-08-05,M,1986-10-30,"[-76.6, -41.5]",Cherry-Sims,Other,50-59,60k-90k,VISA 13 digit
2019-10-03,M,1977-07-10,"[-56.1, 14.4]",Mahoney-Ward,Other,50-59,60k-90k,Maestro
2019-06-23,M,2019-03-13,"[-79.1, 55.6]",Ayers Inc,Other,30-39,30k-60k,JCB 15 digit
2022-06-13,F,1990-12-04,"[-28.8, -17.9]","Herman, Castro and Olson",Other,60+,30k-60k,JCB 16 digit
2021-08-06,M,1990-06-23,"[-87.2, -58.0]",Roberts-Johnson,Other,30-39,120k-150k,Discover
2022-04-07,F,1914-12-04,"[26.9, 178.3]","Fisher, Miller and Alvarez",Other,30-39,60k-90k,VISA 16 digit
2021-06-13,F,1991-07-26,"[85.2, -151.4]",Thompson Ltd,Other,30-39,150k+,JCB 15 digit
2021-05-24,M,1941-09-21,"[-25.1, 27.7]",Martin Inc,Other,40-49,30k-60k,JCB 16 digit
2020-04-28,F,1937-08-07,"[-62.7, 39.9]",Good-Valencia,Other,40-49,<30k,VISA 16 digit
2021-09-23,M,1988-05-23,"[-54.0, 128.8]",Delgado-Allen,Other,20-29,120k-150k,VISA 16 digit
2019-11-24,M,2012-07-17,"[62.5, 170.3]",Lee Inc,Other,30-39,90k-120k,VISA 19 digit
2020-06-29,M,1943-12-24,"[3.0, 48.0]","Smith, Frazier and Cooper",Other,30-39,150k+,JCB 16 digit
2021-04-09,F,1942-07-05,"[63.6, 64.0]",Rose-Mills,Other,60+,150k+,Mastercard
2020-12-28,F,2011-01-06,"[-10.2, -8.9]",Thompson and Sons,Other,60+,150k+,JCB 16 digit
2020-06-27,F,1954-09-20,"[-12.2, -168.1]","Johnson, Knapp and Barnes",Other,40-49,150k+,JCB 15 digit
2020-09-19,M,2011-10-09,"[-77.7, -104.3]","Levy, Jenkins and Shaw",Other,60+,150k+,Discover
2022-06-04,F,1982-11-29,"[77.9, 1.5]",Woodward and Sons,Other,50-59,150k+,VISA 19 digit
2021-08-12,F,1947-09-19,"[-63.3, -178.9]","Johnson, Benjamin and Clark",Other,30-39,120k-150k,Maestro
2020-09-26,F,1967-12-10,"[-64.2, 80.5]",Sanchez Inc,Other,30-39,150k+,JCB 16 digit
2021-06-13,M,1976-08-19,"[-85.8, 120.1]",Warren-Powell,Other,20-29,90k-120k,VISA 19 digit
2022-01-12,F,1908-06-30,"[47.9, 176.7]","Martinez, Hubbard and Davis",Other,40-49,150k+,JCB 16 digit
2022-02-19,F,1935-08-17,"[58.5, -104.4]","Morgan, Weber and Archer",Other,50-59,90k-120k,VISA 16 digit
2021-10-15,F,1944-09-29,"[52.2, 43.4]",Mejia-Anderson,Other,60+,120k-150k,Mastercard
2021-05-25,M,1943-01-01,"[64.3, -136.6]",Moore Inc,Other,50-59,30k-60k,VISA 13 digit
2020-12-29,M,2000-04-17,"[-82.1, 25.1]",Wise-Collins,Other,30-39,60k-90k,JCB 16 digit
2019-10-16,M,2000-06-04,"[-29.3, 81.3]","Lee, Stewart and Perez",Other,<20,120k-150k,VISA 13 digit
2022-02-24,M,1939-02-06,"[-75.7, -152.6]",Oliver-Gonzales,Other,40-49,150k+,VISA 16 digit
2020-08-29,F,1971-03-17,"[68.4, 107.3]","Simmons, Mills and Thomas",Other,50-59,150k+,Mastercard
2022-05-29,F,1916-08-07,"[40.1, 92.3]","Byrd, Henry and Armstrong",Other,30-39,150k+,JCB 16 digit
2020-11-02,M,1966-09-08,"[73.2, -32.7]",Hicks-Rivas,Other,20-29,90k-120k,VISA 16 digit
2019-12-21,M,2008-04-23,"[-33.9, -141.7]","Rogers, Lopez and Payne",Other,20-29,150k+,JCB 16 digit
2020-07-21,M,1907-02-19,"[-57.7, 127.3]",Williams-Wagner,Other,50-59,150k+,JCB 16 digit
2019-12-09,M,1926-09-03,"[14.1, 126.9]","Reid, Mccarthy and Decker",Other,50-59,120k-150k,VISA 13 digit
2021-02-14,F,2012-07-23,"[62.3, 17.8]",Leblanc LLC,Other,40-49,150k+,VISA 16 digit
2020-12-22,F,2020-11-01,"[65.8, -148.0]",Jacobs-Schmidt,Other,20-29,120k-150k,Mastercard
2021-11-14,M,1998-06-18,"[64.8, 125.8]",Navarro-Riley,Other,30-39,150k+,Mastercard
2021-08-27,F,1926-01-19,"[-52.5, 66.0]","Deleon, Fowler and Taylor",Other,20-29,30k-60k,VISA 19 digit
2020-08-30,F,1954-11-26,"[-27.0, -105.3]","Sandoval, Hunt and Parks",Other,20-29,30k-60k,Diners Club / Carte Blanche
2021-11-04,F,1906-07-12,"[-69.4, 56.5]","Banks, Johnson and Ross",Other,50-59,150k+,Mastercard
2022-01-07,M,1981-07-12,"[73.1, -4.6]",Bush-Huang,Other,50-59,60k-90k,VISA 16 digit
2022-03-17,F,1909-09-14,"[-41.4, -44.9]","Snyder, Ballard and Davis",Professional,50-59,120k-150k,VISA 16 digit
2022-01-09,F,1908-05-15,"[21.3, 85.5]","Guerrero, Werner and Gomez",Other,40-49,30k-60k,VISA 19 digit
2019-12-09,F,1913-03-03,"[75.8, 138.4]",Watts-Williams,Other,40-49,150k+,American Express
2019-08-01,F,1947-04-29,"[-71.0, 24.8]","Rodriguez, Cunningham and White",Other,40-49,150k+,Maestro
2020-10-14,M,1916-09-16,"[76.0, 8.2]",Holmes-Fischer,Other,40-49,150k+,JCB 16 digit
2021-05-05,M,1932-06-18,"[64.2, -135.9]",Dunn and Sons,Other,20-29,120k-150k,Mastercard
2019-09-13,F,1962-07-07,"[37.8, 22.0]","Serrano, Rodriguez and Moyer",Other,20-29,150k+,VISA 19 digit
2020-12-19,F,1918-06-29,"[-82.0, -165.6]","Mcguire, Brown and Combs",Other,40-49,60k-90k,JCB 16 digit
2020-10-14,F,1968-05-01,"[-61.6, -120.3]",Rodriguez and Sons,Other,20-29,150k+,JCB 16 digit
2019-10-25,F,1933-04-16,"[-46.9, 83.1]",Taylor Ltd,Other,50-59,150k+,VISA 19 digit
2020-02-02,M,1969-04-23,"[3.8, 167.1]",Soto-Harrington,Other,30-39,150k+,Discover
2020-02-07,F,1995-01-09,"[54.0, 66.7]",Lopez and Sons,Other,40-49,150k+,VISA 19 digit
2020-06-14,M,1993-06-16,"[-54.4, -26.4]",Hensley-Powers,Other,40-49,150k+,JCB 16 digit
2021-10-18,M,1936-03-05,"[87.3, 59.7]","Larsen, Harris and Martinez",Other,20-29,120k-150k,VISA 13 digit
2019-12-01,F,1927-07-21,"[41.3, 5.6]",Casey Group,Other,30-39,60k-90k,American Express
2019-07-14,F,1938-07-11,"[2.8, 71.1]",Lambert-Duke,Other,40-49,150k+,Discover
2020-08-26,M,1980-02-16,"[-9.8, 115.4]","Adams, Powell and Thomas",Other,40-49,60k-90k,JCB 15 digit
2021-09-13,M,1985-07-26,"[-9.7, -77.5]",James-Grant,Other,50-59,90k-120k,American Express
2020-10-17,M,2021-08-16,"[-63.9, 67.2]",Thompson-Ruiz,Other,60+,60k-90k,Diners Club / Carte Blanche
2019-11-03,M,2008-04-14,"[-51.0, 56.8]",Downs-Gonzalez,Professional,30-39,90k-120k,VISA 19 digit
2022-02-02,M,1992-05-06,"[-78.2, 42.0]","Padilla, Stevenson and Solis",Professional,40-49,30k-60k,Discover
2021-11-22,M,1923-05-18,"[57.2, -36.0]","Myers, Newton and Richards",Other,40-49,120k-150k,JCB 15 digit
2021-06-25,F,1970-12-07,"[-28.5, -72.2]",Aguirre PLC,Other,30-39,150k+,Diners Club / Carte Blanche
2021-07-06,F,1928-09-26,"[-39.1, 109.2]",Fernandez-Hall,Other,50-59,90k-120k,JCB 16 digit
2020-10-09,M,1909-10-18,"[-88.1, -99.3]",Rios LLC,Other,60+,150k+,VISA 13 digit
2021-03-27,M,2019-04-07,"[-23.8, -10.3]",Reyes-Powell,Other,20-29,<30k,JCB 16 digit
2022-01-03,F,1943-12-20,"[-18.9, 94.3]",Poole PLC,Other,50-59,60k-90k,Diners Club / Carte Blanche
2022-05-01,M,1909-11-26,"[-84.3, 156.9]",Archer Group,Other,30-39,120k-150k,JCB 16 digit
2022-06-18,F,2003-08-22,"[88.0, -62.3]",Thompson-Lee,Other,40-49,30k-60k,Maestro
2021-05-22,F,1986-03-02,"[-0.9, 125.3]","Brady, Peterson and Randall",Other,40-49,150k+,Mastercard
2019-06-28,F,1947-11-03,"[-78.6, 121.5]",Soto-Figueroa,Other,30-39,150k+,JCB 16 digit
2022-02-18,F,1934-02-01,"[69.1, 59.5]","Werner, Zhang and Williams",Other,30-39,150k+,JCB 15 digit
2020-05-20,F,2011-11-08,"[80.9, -142.6]",Gray Ltd,Other,<20,90k-120k,Maestro
2020-07-25,F,1958-11-27,"[85.0, -173.9]","Burnett, Dougherty and Bautista",Other,40-49,150k+,VISA 16 digit
2022-05-29,M,1942-04-06,"[35.5, -176.2]",Deleon and Sons,Other,40-49,150k+,VISA 16 digit
2021-08-11,F,1979-09-14,"[-13.0, -117.9]",Middleton Inc,Other,60+,150k+,Maestro
2021-01-27,M,1965-08-12,"[-62.9, -10.7]",Vazquez-Garcia,Other,20-29,90k-120k,Diners Club / Carte Blanche
2020-04-13,M,2004-11-02,"[-75.2, 59.4]",Patterson-Parker,Other,20-29,60k-90k,Maestro
2020-05-19,M,1912-09-11,"[-51.6, 86.6]",Smith and Sons,Other,30-39,150k+,Discover
2021-05-27,F,1993-05-05,"[36.5, 59.6]",Wilson and Sons,Other,30-39,90k-120k,VISA 16 digit
2021-03-22,F,1966-11-07,"[37.1, 66.6]",Garcia and Sons,Other,50-59,120k-150k,VISA 16 digit
2021-04-16,M,1917-05-04,"[-40.8, -127.6]",Davis-Sellers,Other,40-49,<30k,American Express
2022-03-14,M,1919-10-09,"[83.0, 150.8]",Willis and Sons,Other,20-29,150k+,Diners Club / Carte Blanche
2021-09-09,M,1986-01-21,"[66.7, 164.9]",Cooper LLC,Other,50-59,60k-90k,Mastercard
2020-05-11,M,2001-11-23,"[35.1, 83.8]",Young Group,Other,<20,150k+,VISA 16 digit
2021-04-19,M,1976-10-05,"[52.3, -24.7]",Meyer-Herrera,Other,60+,150k+,JCB 16 digit
2022-03-09,M,2012-05-13,"[-15.8, 161.6]",Burns and Sons,Other,40-49,150k+,JCB 15 digit
2021-06-05,M,1985-06-10,"[-60.7, -127.7]",Carr-Harvey,Other,50-59,150k+,Diners Club / Carte Blanche
2020-08-02,F,1945-11-10,"[-36.4, -128.1]","Morrison, Sanchez and Armstrong",Other,50-59,60k-90k,Mastercard
2020-01-21,M,1955-01-28,"[21.3, -18.3]","Hanson, Hendricks and Lee",Other,50-59,120k-150k,Diners Club / Carte Blanche
2020-03-02,M,2018-05-27,"[-78.4, 13.2]","Jennings, Maxwell and Hartman",Professional,50-59,150k+,American Express
2022-05-12,F,1915-12-03,"[66.7, -170.4]","Soto, Ibarra and Taylor",Other,40-49,90k-120k,JCB 16 digit
2021-12-19,F,2000-10-03,"[-7.4, 167.1]",Daniels Inc,Other,60+,<30k,VISA 16 digit
2020-05-11,M,1919-05-12,"[80.2, -106.3]",Baker-Andrews,Other,40-49,90k-120k,American Express
2020-04-10,F,2007-01-08,"[-52.6, -159.1]",Silva Group,Other,30-39,150k+,Mastercard
2019-12-16,F,1906-09-06,"[-46.8, -154.9]","Wilson, Hardy and Smith",Other,20-29,60k-90k,Diners Club / Carte Blanche
2021-12-01,M,1976-11-16,"[-6.5, 99.2]",Mason Ltd,Other,20-29,60k-90k,JCB 16 digit
2021-07-25,F,1912-04-12,"[-36.3, -0.6]",Smith-Sparks,Other,20-29,60k-90k,Diners Club / Carte Blanche
2020-04-12,F,1916-05-26,"[-35.6, -172.5]",Kaufman-Bush,Other,20-29,120k-150k,Discover
2022-06-17,F,1930-03-09,"[64.1, -146.5]","Ryan, Calhoun and Chapman",Other,30-39,<30k,Diners Club / Carte Blanche
2021-04-17,M,1964-03-03,"[-54.5, 57.5]",Ortega Ltd,Other,40-49,30k-60k,Discover
2022-01-04,F,2015-04-04,"[-60.3, -135.8]","Harris, Alvarez and Lewis",Other,40-49,150k+,Maestro
2021-05-02,F,1911-03-14,"[-52.8, 87.8]",Reyes Ltd,Other,60+,30k-60k,VISA 16 digit
2019-06-28,M,1988-10-13,"[52.3, 111.6]","Castillo, Cantrell and Howell",Other,20-29,90k-120k,VISA 16 digit
2022-04-10,F,1952-04-10,"[-29.5, -9.0]",Peters-White,Other,60+,<30k,American Express
2020-09-06,M,1979-08-19,"[57.8, -51.5]","Cruz, Cook and Raymond",Other,50-59,60k-90k,VISA 19 digit
2021-07-03,M,1990-12-19,"[-69.7, 43.3]","Roberts, Ford and Adkins",Other,30-39,150k+,Maestro
2020-01-14,M,1987-12-22,"[13.8, 15.1]",Kent-Olson,Other,20-29,120k-150k,Mastercard
2021-09-26,M,2020-10-25,"[55.3, 56.8]","Ramirez, Rodriguez and Kemp",Other,30-39,150k+,JCB 16 digit
2020-07-15,F,1944-02-22,"[-10.9, 83.2]","Williams, Mejia and Peters",Other,40-49,60k-90k,Discover
2019-11-17,F,1930-06-01,"[87.2, 78.4]","Jimenez, Friedman and Hernandez",Other,60+,150k+,VISA 13 digit
2019-09-12,M,1971-10-26,"[-26.7, 139.1]",Friedman Ltd,Other,20-29,150k+,Maestro
2022-05-23,F,1937-09-14,"[-20.0, 160.0]","Garza, Stephenson and Lara",Other,20-29,150k+,VISA 13 digit
2020-02-10,M,1994-11-04,"[13.9, -128.5]",Rose-Jensen,Other,40-49,30k-60k,American Express
2022-01-16,F,1925-01-09,"[-37.2, -88.7]",Mata-Montes,Other,30-39,150k+,Maestro
2022-01-26,M,1967-01-20,"[-64.1, 162.1]",Holt Ltd,Other,20-29,90k-120k,JCB 15 digit
2019-07-06,F,1944-02-20,"[77.1, -167.3]",Little PLC,Other,40-49,150k+,JCB 16 digit
2021-02-03,M,1927-10-15,"[-63.2, 138.8]","Brewer, Hampton and Greene",Other,30-39,30k-60k,JCB 16 digit
2021-11-24,M,1909-02-28,"[53.5, -18.6]",Bell Ltd,Other,40-49,150k+,Discover
2021-09-06,M,2000-11-08,"[-45.3, 145.4]",Hamilton LLC,Other,20-29,60k-90k,VISA 13 digit
2022-05-04,F,1992-05-14,"[43.8, -170.5]",Soto-Miller,Other,<20,30k-60k,Maestro
2019-11-04,M,1993-06-16,"[-6.9, -166.2]",Freeman-Stephens,Other,50-59,90k-120k,JCB 16 digit
2022-06-12,F,1937-07-21,"[40.3, 6.4]",Martinez-Baker,Other,40-49,150k+,JCB 15 digit
2019-12-24,M,1971-12-14,"[65.4, -100.6]","Sparks, Mills and Robertson",Other,50-59,30k-60k,American Express
2021-04-13,M,1925-08-28,"[-81.2, 78.6]",Lawrence PLC,Other,30-39,150k+,VISA 16 digit
